REF_DATE,GEO,Products and product groups,UOM,COORDINATE,VALUE
1974-05-01,Canada,All-items excluding food,2002=100,2.284,25.8
1974-05-01,Canada,All-items excluding food and energy,2002=100,2.285,27.2
1974-05-01,Canada,Energy,2002=100,2.288,17.6
1974-05-01,Canada,Goods,2002=100,2.274,27.6
1974-05-01,Canada,Services,2002=100,2.282,23.7
1974-06-01,Canada,All-items,2002=100,2.2,26.1
1974-06-01,Canada,Food,2002=100,2.3,26.8
1974-06-01,Canada,Mortgage interest cost,2002=100,2.85,29
1974-06-01,Canada,Transportation,2002=100,2.176,22.2
1974-06-01,Canada,All-items excluding food,2002=100,2.284,26.2
1974-06-01,Canada,All-items excluding food and energy,2002=100,2.285,27.4
1974-06-01,Canada,Energy,2002=100,2.288,18.1
1974-06-01,Canada,Goods,2002=100,2.274,28.2
1974-06-01,Canada,Services,2002=100,2.282,23.9
1974-07-01,Canada,All-items,2002=100,2.2,26.3
1974-07-01,Canada,Food,2002=100,2.3,27
1974-07-01,Canada,Mortgage interest cost,2002=100,2.85,29.4
1974-07-01,Canada,Transportation,2002=100,2.176,22.3
1974-07-01,Canada,All-items excluding food,2002=100,2.284,26.3
1974-07-01,Canada,All-items excluding food and energy,2002=100,2.285,27.7
1974-07-01,Canada,Energy,2002=100,2.288,18.1
1974-07-01,Canada,Goods,2002=100,2.274,28.3
1974-07-01,Canada,Services,2002=100,2.282,24.2
1974-08-01,Canada,All-items,2002=100,2.2,26.6
1974-08-01,Canada,Food,2002=100,2.3,27.3
1974-08-01,Canada,Mortgage interest cost,2002=100,2.85,29.8
1974-08-01,Canada,Transportation,2002=100,2.176,22.5
1974-08-01,Canada,All-items excluding food,2002=100,2.284,26.5
1974-08-01,Canada,All-items excluding food and energy,2002=100,2.285,27.9
1974-08-01,Canada,Energy,2002=100,2.288,18.1
1974-08-01,Canada,Goods,2002=100,2.274,28.5
1974-08-01,Canada,Services,2002=100,2.282,24.4
1974-09-01,Canada,All-items,2002=100,2.2,26.8
1974-09-01,Canada,Food,2002=100,2.3,27.5
1974-09-01,Canada,Mortgage interest cost,2002=100,2.85,30.2
1974-09-01,Canada,Transportation,2002=100,2.176,22.5
1974-09-01,Canada,All-items excluding food,2002=100,2.284,26.8
1974-09-01,Canada,All-items excluding food and energy,2002=100,2.285,28.1
1974-09-01,Canada,Energy,2002=100,2.288,18.1
1974-09-01,Canada,Goods,2002=100,2.274,28.8
1974-09-01,Canada,Services,2002=100,2.282,24.5
1974-10-01,Canada,All-items,2002=100,2.2,27.1
1974-10-01,Canada,Food,2002=100,2.3,27.9
1974-10-01,Canada,Mortgage interest cost,2002=100,2.85,30.7
1974-10-01,Canada,Transportation,2002=100,2.176,22.5
1974-10-01,Canada,All-items excluding food,2002=100,2.284,26.9
1974-10-01,Canada,All-items excluding food and energy,2002=100,2.285,28.4
1974-10-01,Canada,Energy,2002=100,2.288,18.1
1974-10-01,Canada,Goods,2002=100,2.274,29
1974-10-01,Canada,Services,2002=100,2.282,24.7
1974-11-01,Canada,All-items,2002=100,2.2,27.3
1974-11-01,Canada,Food,2002=100,2.3,28.3
1974-11-01,Canada,Mortgage interest cost,2002=100,2.85,31.2
1974-11-01,Canada,Transportation,2002=100,2.176,23.1
1974-11-01,Canada,All-items excluding food,2002=100,2.284,27.2
1974-11-01,Canada,All-items excluding food and energy,2002=100,2.285,28.7
1974-11-01,Canada,Energy,2002=100,2.288,18.1
1974-11-01,Canada,Goods,2002=100,2.274,29.5
1974-11-01,Canada,Services,2002=100,2.282,24.9
1974-12-01,Canada,All-items,2002=100,2.2,27.6
1974-12-01,Canada,Food,2002=100,2.3,28.6
1974-12-01,Canada,Mortgage interest cost,2002=100,2.85,31.5
1974-12-01,Canada,Transportation,2002=100,2.176,23.1
1974-12-01,Canada,All-items excluding food,2002=100,2.284,27.3
1974-12-01,Canada,All-items excluding food and energy,2002=100,2.285,28.9
1974-12-01,Canada,Energy,2002=100,2.288,18.2
1974-12-01,Canada,Goods,2002=100,2.274,29.7
1974-12-01,Canada,Services,2002=100,2.282,25.1
1975-01-01,Canada,All-items,2002=100,2.2,27.6
1975-01-01,Canada,Food,2002=100,2.3,28.8
1975-01-01,Canada,Mortgage interest cost,2002=100,2.85,31.8
1975-01-01,Canada,Transportation,2002=100,2.176,23.3
1975-01-01,Canada,All-items excluding food,2002=100,2.284,27.6
1975-01-01,Canada,All-items excluding food and energy,2002=100,2.285,28.9
1975-01-01,Canada,Energy,2002=100,2.288,18.5
1975-01-01,Canada,Goods,2002=100,2.274,29.8
1975-01-01,Canada,Services,2002=100,2.282,25.2
1975-02-01,Canada,All-items,2002=100,2.2,27.9
1975-02-01,Canada,Food,2002=100,2.3,29
1975-02-01,Canada,Mortgage interest cost,2002=100,2.85,32.2
1975-02-01,Canada,Transportation,2002=100,2.176,23.4
1975-02-01,Canada,All-items excluding food,2002=100,2.284,27.8
1975-02-01,Canada,All-items excluding food and energy,2002=100,2.285,29.3
1975-02-01,Canada,Energy,2002=100,2.288,18.5
1975-02-01,Canada,Goods,2002=100,2.274,30.1
1975-02-01,Canada,Services,2002=100,2.282,25.6
1975-03-01,Canada,All-items,2002=100,2.2,28
1975-03-01,Canada,Food,2002=100,2.3,28.9
1975-03-01,Canada,Mortgage interest cost,2002=100,2.85,32.5
1975-03-01,Canada,Transportation,2002=100,2.176,23.7
1975-03-01,Canada,All-items excluding food,2002=100,2.284,28
1975-03-01,Canada,All-items excluding food and energy,2002=100,2.285,29.5
1975-03-01,Canada,Energy,2002=100,2.288,18.9
1975-03-01,Canada,Goods,2002=100,2.274,30.2
1975-03-01,Canada,Services,2002=100,2.282,25.7
1975-04-01,Canada,All-items,2002=100,2.2,28.2
1975-04-01,Canada,Food,2002=100,2.3,29.1
1975-04-01,Canada,Mortgage interest cost,2002=100,2.85,32.9
1975-04-01,Canada,Transportation,2002=100,2.176,24
1975-04-01,Canada,All-items excluding food,2002=100,2.284,28.2
1975-04-01,Canada,All-items excluding food and energy,2002=100,2.285,29.6
1975-04-01,Canada,Energy,2002=100,2.288,19
1975-04-01,Canada,Goods,2002=100,2.274,30.2
1975-04-01,Canada,Services,2002=100,2.282,26
1975-05-01,Canada,All-items,2002=100,2.2,28.5
1975-05-01,Canada,Food,2002=100,2.3,29.3
1975-05-01,Canada,Mortgage interest cost,2002=100,2.85,33.1
1975-05-01,Canada,Transportation,2002=100,2.176,24
1975-05-01,Canada,All-items excluding food,2002=100,2.284,28.4
1975-05-01,Canada,All-items excluding food and energy,2002=100,2.285,29.9
1975-05-01,Canada,Energy,2002=100,2.288,19.1
1975-05-01,Canada,Goods,2002=100,2.274,30.6
1975-05-01,Canada,Services,2002=100,2.282,26.1
1975-06-01,Canada,All-items,2002=100,2.2,28.8
1975-06-01,Canada,Food,2002=100,2.3,30.3
1975-06-01,Canada,Mortgage interest cost,2002=100,2.85,33.3
1975-06-01,Canada,Transportation,2002=100,2.176,24.2
1975-06-01,Canada,All-items excluding food,2002=100,2.284,28.5
1975-06-01,Canada,All-items excluding food and energy,2002=100,2.285,30.1
1975-06-01,Canada,Energy,2002=100,2.288,19.1
1975-06-01,Canada,Goods,2002=100,2.274,31
1975-06-01,Canada,Services,2002=100,2.282,26.4
1975-07-01,Canada,All-items,2002=100,2.2,29.2
1975-07-01,Canada,Food,2002=100,2.3,31
1975-07-01,Canada,Mortgage interest cost,2002=100,2.85,33.7
1975-07-01,Canada,Transportation,2002=100,2.176,24.8
1975-07-01,Canada,All-items excluding food,2002=100,2.284,28.8
1975-07-01,Canada,All-items excluding food and energy,2002=100,2.285,30.2
1975-07-01,Canada,Energy,2002=100,2.288,20.4
1975-07-01,Canada,Goods,2002=100,2.274,31.6
1975-07-01,Canada,Services,2002=100,2.282,26.5
1975-08-01,Canada,All-items,2002=100,2.2,29.5
1975-08-01,Canada,Food,2002=100,2.3,31.3
1975-08-01,Canada,Mortgage interest cost,2002=100,2.85,34
1975-08-01,Canada,Transportation,2002=100,2.176,25.3
1975-08-01,Canada,All-items excluding food,2002=100,2.284,29.1
1975-08-01,Canada,All-items excluding food and energy,2002=100,2.285,30.5
1975-08-01,Canada,Energy,2002=100,2.288,20.7
1975-08-01,Canada,Goods,2002=100,2.274,31.8
1975-08-01,Canada,Services,2002=100,2.282,27
1975-09-01,Canada,All-items,2002=100,2.2,29.6
1975-09-01,Canada,Food,2002=100,2.3,31.2
1975-09-01,Canada,Mortgage interest cost,2002=100,2.85,34.4
1975-09-01,Canada,Transportation,2002=100,2.176,25.4
1975-09-01,Canada,All-items excluding food,2002=100,2.284,29.3
1975-09-01,Canada,All-items excluding food and energy,2002=100,2.285,30.6
1975-09-01,Canada,Energy,2002=100,2.288,21.1
1975-09-01,Canada,Goods,2002=100,2.274,31.8
1975-09-01,Canada,Services,2002=100,2.282,27.2
1975-10-01,Canada,All-items,2002=100,2.2,29.8
1975-10-01,Canada,Food,2002=100,2.3,31.3
1975-10-01,Canada,Mortgage interest cost,2002=100,2.85,34.8
1975-10-01,Canada,Transportation,2002=100,2.176,25.4
1975-10-01,Canada,All-items excluding food,2002=100,2.284,29.6
1975-10-01,Canada,All-items excluding food and energy,2002=100,2.285,31.1
1975-10-01,Canada,Energy,2002=100,2.288,21.1
1975-10-01,Canada,Goods,2002=100,2.274,32
1975-10-01,Canada,Services,2002=100,2.282,27.7
1975-11-01,Canada,All-items,2002=100,2.2,30.1
1975-11-01,Canada,Food,2002=100,2.3,31.4
1975-11-01,Canada,Mortgage interest cost,2002=100,2.85,35.2
1975-11-01,Canada,Transportation,2002=100,2.176,26
1975-11-01,Canada,All-items excluding food,2002=100,2.284,29.9
1975-11-01,Canada,All-items excluding food and energy,2002=100,2.285,31.2
1975-11-01,Canada,Energy,2002=100,2.288,21.5
1975-11-01,Canada,Goods,2002=100,2.274,32.1
1975-11-01,Canada,Services,2002=100,2.282,27.9
1975-12-01,Canada,All-items,2002=100,2.2,30.2
1975-12-01,Canada,Food,2002=100,2.3,31.3
1975-12-01,Canada,Mortgage interest cost,2002=100,2.85,35.7
1975-12-01,Canada,Transportation,2002=100,2.176,26
1975-12-01,Canada,All-items excluding food,2002=100,2.284,30
1975-12-01,Canada,All-items excluding food and energy,2002=100,2.285,31.4
1975-12-01,Canada,Energy,2002=100,2.288,21.8
1975-12-01,Canada,Goods,2002=100,2.274,32.1
1975-12-01,Canada,Services,2002=100,2.282,28.1
1976-01-01,Canada,All-items,2002=100,2.2,30.3
1976-01-01,Canada,Food,2002=100,2.3,31.2
1976-01-01,Canada,Mortgage interest cost,2002=100,2.85,36.1
1976-01-01,Canada,Transportation,2002=100,2.176,26.4
1976-01-01,Canada,All-items excluding food,2002=100,2.284,30.3
1976-01-01,Canada,All-items excluding food and energy,2002=100,2.285,31.7
1976-01-01,Canada,Energy,2002=100,2.288,22.2
1976-01-01,Canada,Goods,2002=100,2.274,32.2
1976-01-01,Canada,Services,2002=100,2.282,28.4
1976-02-01,Canada,All-items,2002=100,2.2,30.5
1976-02-01,Canada,Food,2002=100,2.3,31.1
1976-02-01,Canada,Mortgage interest cost,2002=100,2.85,36.4
1976-02-01,Canada,Transportation,2002=100,2.176,26.5
1976-02-01,Canada,All-items excluding food,2002=100,2.284,30.5
1976-02-01,Canada,All-items excluding food and energy,2002=100,2.285,31.8
1976-02-01,Canada,Energy,2002=100,2.288,22.4
1976-02-01,Canada,Goods,2002=100,2.274,32.2
1976-02-01,Canada,Services,2002=100,2.282,28.7
1976-03-01,Canada,All-items,2002=100,2.2,30.6
1976-03-01,Canada,Food,2002=100,2.3,30.9
1976-03-01,Canada,Mortgage interest cost,2002=100,2.85,36.9
1976-03-01,Canada,Transportation,2002=100,2.176,26.8
1976-03-01,Canada,All-items excluding food,2002=100,2.284,30.7
1976-03-01,Canada,All-items excluding food and energy,2002=100,2.285,32.1
1976-03-01,Canada,Energy,2002=100,2.288,22.5
1976-03-01,Canada,Goods,2002=100,2.274,32.2
1976-03-01,Canada,Services,2002=100,2.282,29
1976-04-01,Canada,All-items,2002=100,2.2,30.7
1976-04-01,Canada,Food,2002=100,2.3,30.8
1976-04-01,Canada,Mortgage interest cost,2002=100,2.85,37.3
1976-04-01,Canada,Transportation,2002=100,2.176,26.9
1976-04-01,Canada,All-items excluding food,2002=100,2.284,31
1976-04-01,Canada,All-items excluding food and energy,2002=100,2.285,32.3
1976-04-01,Canada,Energy,2002=100,2.288,22.5
1976-04-01,Canada,Goods,2002=100,2.274,32.3
1976-04-01,Canada,Services,2002=100,2.282,29.2
1976-05-01,Canada,All-items,2002=100,2.2,30.9
1976-05-01,Canada,Food,2002=100,2.3,31.2
1976-05-01,Canada,Mortgage interest cost,2002=100,2.85,37.8
1976-05-01,Canada,Transportation,2002=100,2.176,26.9
1976-05-01,Canada,All-items excluding food,2002=100,2.284,31.1
1976-05-01,Canada,All-items excluding food and energy,2002=100,2.285,32.5
1976-05-01,Canada,Energy,2002=100,2.288,22.6
1976-05-01,Canada,Goods,2002=100,2.274,32.7
1976-05-01,Canada,Services,2002=100,2.282,29.4
1976-06-01,Canada,All-items,2002=100,2.2,31.1
1976-06-01,Canada,Food,2002=100,2.3,31.3
1976-06-01,Canada,Mortgage interest cost,2002=100,2.85,38.3
1976-06-01,Canada,Transportation,2002=100,2.176,27.1
1976-06-01,Canada,All-items excluding food,2002=100,2.284,31.3
1976-06-01,Canada,All-items excluding food and energy,2002=100,2.285,32.7
1976-06-01,Canada,Energy,2002=100,2.288,22.8
1976-06-01,Canada,Goods,2002=100,2.274,32.7
1976-06-01,Canada,Services,2002=100,2.282,29.6
1976-07-01,Canada,All-items,2002=100,2.2,31.3
1976-07-01,Canada,Food,2002=100,2.3,31.3
1976-07-01,Canada,Mortgage interest cost,2002=100,2.85,38.6
1976-07-01,Canada,Transportation,2002=100,2.176,27.1
1976-07-01,Canada,All-items excluding food,2002=100,2.284,31.5
1976-07-01,Canada,All-items excluding food and energy,2002=100,2.285,32.9
1976-07-01,Canada,Energy,2002=100,2.288,22.8
1976-07-01,Canada,Goods,2002=100,2.274,32.7
1976-07-01,Canada,Services,2002=100,2.282,29.9
1976-08-01,Canada,All-items,2002=100,2.2,31.3
1976-08-01,Canada,Food,2002=100,2.3,31.2
1976-08-01,Canada,Mortgage interest cost,2002=100,2.85,39.1
1976-08-01,Canada,Transportation,2002=100,2.176,27.4
1976-08-01,Canada,All-items excluding food,2002=100,2.284,31.7
1976-08-01,Canada,All-items excluding food and energy,2002=100,2.285,33.2
1976-08-01,Canada,Energy,2002=100,2.288,22.8
1976-08-01,Canada,Goods,2002=100,2.274,32.7
1976-08-01,Canada,Services,2002=100,2.282,30.3
1976-09-01,Canada,All-items,2002=100,2.2,31.5
1976-09-01,Canada,Food,2002=100,2.3,31
1976-09-01,Canada,Mortgage interest cost,2002=100,2.85,39.5
1976-09-01,Canada,Transportation,2002=100,2.176,27.9
1976-09-01,Canada,All-items excluding food,2002=100,2.284,32.1
1976-09-01,Canada,All-items excluding food and energy,2002=100,2.285,33.4
1976-09-01,Canada,Energy,2002=100,2.288,23.8
1976-09-01,Canada,Goods,2002=100,2.274,32.8
1976-09-01,Canada,Services,2002=100,2.282,30.4
1976-10-01,Canada,All-items,2002=100,2.2,31.7
1976-10-01,Canada,Food,2002=100,2.3,31
1976-10-01,Canada,Mortgage interest cost,2002=100,2.85,40
1976-10-01,Canada,Transportation,2002=100,2.176,27.8
1976-10-01,Canada,All-items excluding food,2002=100,2.284,32.3
1976-10-01,Canada,All-items excluding food and energy,2002=100,2.285,33.7
1976-10-01,Canada,Energy,2002=100,2.288,24.1
1976-10-01,Canada,Goods,2002=100,2.274,32.9
1976-10-01,Canada,Services,2002=100,2.282,30.9
1976-11-01,Canada,All-items,2002=100,2.2,31.8
1976-11-01,Canada,Food,2002=100,2.3,31
1976-11-01,Canada,Mortgage interest cost,2002=100,2.85,40.3
1976-11-01,Canada,Transportation,2002=100,2.176,28.1
1976-11-01,Canada,All-items excluding food,2002=100,2.284,32.5
1976-11-01,Canada,All-items excluding food and energy,2002=100,2.285,33.9
1976-11-01,Canada,Energy,2002=100,2.288,24
1976-11-01,Canada,Goods,2002=100,2.274,33
1976-11-01,Canada,Services,2002=100,2.282,31.1
1976-12-01,Canada,All-items,2002=100,2.2,31.9
1976-12-01,Canada,Food,2002=100,2.3,31
1976-12-01,Canada,Mortgage interest cost,2002=100,2.85,40.8
1976-12-01,Canada,Transportation,2002=100,2.176,28.2
1976-12-01,Canada,All-items excluding food,2002=100,2.284,32.7
1976-12-01,Canada,All-items excluding food and energy,2002=100,2.285,34
1976-12-01,Canada,Energy,2002=100,2.288,24
1976-12-01,Canada,Goods,2002=100,2.274,33.1
1976-12-01,Canada,Services,2002=100,2.282,31.3
1977-01-01,Canada,All-items,2002=100,2.2,32.2
1977-01-01,Canada,Food,2002=100,2.3,31.4
1977-01-01,Canada,Mortgage interest cost,2002=100,2.85,41.1
1977-01-01,Canada,Transportation,2002=100,2.176,28.6
1977-01-01,Canada,All-items excluding food,2002=100,2.284,32.8
1977-01-01,Canada,All-items excluding food and energy,2002=100,2.285,34.2
1977-01-01,Canada,Energy,2002=100,2.288,24.5
1977-01-01,Canada,Goods,2002=100,2.274,33.4
1977-01-01,Canada,Services,2002=100,2.282,31.4
1977-02-01,Canada,All-items,2002=100,2.2,32.4
1977-02-01,Canada,Food,2002=100,2.3,32
1977-02-01,Canada,Mortgage interest cost,2002=100,2.85,41.5
1977-02-01,Canada,Transportation,2002=100,2.176,28.6
1977-02-01,Canada,All-items excluding food,2002=100,2.284,33
1977-02-01,Canada,All-items excluding food and energy,2002=100,2.285,34.4
1977-02-01,Canada,Energy,2002=100,2.288,24.5
1977-02-01,Canada,Goods,2002=100,2.274,33.8
1977-02-01,Canada,Services,2002=100,2.282,31.7
1977-03-01,Canada,All-items,2002=100,2.2,32.8
1977-03-01,Canada,Food,2002=100,2.3,32.3
1977-03-01,Canada,Mortgage interest cost,2002=100,2.85,41.7
1977-03-01,Canada,Transportation,2002=100,2.176,28.9
1977-03-01,Canada,All-items excluding food,2002=100,2.284,33.3
1977-03-01,Canada,All-items excluding food and energy,2002=100,2.285,34.6
1977-03-01,Canada,Energy,2002=100,2.288,25.5
1977-03-01,Canada,Goods,2002=100,2.274,34.1
1977-03-01,Canada,Services,2002=100,2.282,31.9
1977-04-01,Canada,All-items,2002=100,2.2,33
1977-04-01,Canada,Food,2002=100,2.3,32.7
1977-04-01,Canada,Mortgage interest cost,2002=100,2.85,41.9
1977-04-01,Canada,Transportation,2002=100,2.176,29.1
1977-04-01,Canada,All-items excluding food,2002=100,2.284,33.6
1977-04-01,Canada,All-items excluding food and energy,2002=100,2.285,34.8
1977-04-01,Canada,Energy,2002=100,2.288,25.7
1977-04-01,Canada,Goods,2002=100,2.274,34.4
1977-04-01,Canada,Services,2002=100,2.282,32.1
1977-05-01,Canada,All-items,2002=100,2.2,33.4
1977-05-01,Canada,Food,2002=100,2.3,33.1
1977-05-01,Canada,Mortgage interest cost,2002=100,2.85,42.1
1977-05-01,Canada,Transportation,2002=100,2.176,29.2
1977-05-01,Canada,All-items excluding food,2002=100,2.284,33.7
1977-05-01,Canada,All-items excluding food and energy,2002=100,2.285,35
1977-05-01,Canada,Energy,2002=100,2.288,25.8
1977-05-01,Canada,Goods,2002=100,2.274,34.7
1977-05-01,Canada,Services,2002=100,2.282,32.2
1977-06-01,Canada,All-items,2002=100,2.2,33.5
1977-06-01,Canada,Food,2002=100,2.3,33.5
1977-06-01,Canada,Mortgage interest cost,2002=100,2.85,42.5
1977-06-01,Canada,Transportation,2002=100,2.176,29.2
1977-06-01,Canada,All-items excluding food,2002=100,2.284,33.8
1977-06-01,Canada,All-items excluding food and energy,2002=100,2.285,35.2
1977-06-01,Canada,Energy,2002=100,2.288,25.8
1977-06-01,Canada,Goods,2002=100,2.274,35
1977-06-01,Canada,Services,2002=100,2.282,32.4
1977-07-01,Canada,All-items,2002=100,2.2,33.9
1977-07-01,Canada,Food,2002=100,2.3,34.2
1977-07-01,Canada,Mortgage interest cost,2002=100,2.85,42.8
1977-07-01,Canada,Transportation,2002=100,2.176,29.2
1977-07-01,Canada,All-items excluding food,2002=100,2.284,34
1977-07-01,Canada,All-items excluding food and energy,2002=100,2.285,35.4
1977-07-01,Canada,Energy,2002=100,2.288,25.8
1977-07-01,Canada,Goods,2002=100,2.274,35.3
1977-07-01,Canada,Services,2002=100,2.282,32.6
1977-08-01,Canada,All-items,2002=100,2.2,33.9
1977-08-01,Canada,Food,2002=100,2.3,34.3
1977-08-01,Canada,Mortgage interest cost,2002=100,2.85,43.1
1977-08-01,Canada,Transportation,2002=100,2.176,29.2
1977-08-01,Canada,All-items excluding food,2002=100,2.284,34.2
1977-08-01,Canada,All-items excluding food and energy,2002=100,2.285,35.6
1977-08-01,Canada,Energy,2002=100,2.288,25.8
1977-08-01,Canada,Goods,2002=100,2.274,35.4
1977-08-01,Canada,Services,2002=100,2.282,32.8
1977-09-01,Canada,All-items,2002=100,2.2,34.2
1977-09-01,Canada,Food,2002=100,2.3,34.5
1977-09-01,Canada,Mortgage interest cost,2002=100,2.85,43.3
1977-09-01,Canada,Transportation,2002=100,2.176,29.4
1977-09-01,Canada,All-items excluding food,2002=100,2.284,34.4
1977-09-01,Canada,All-items excluding food and energy,2002=100,2.285,35.7
1977-09-01,Canada,Energy,2002=100,2.288,26.5
1977-09-01,Canada,Goods,2002=100,2.274,35.7
1977-09-01,Canada,Services,2002=100,2.282,32.9
1977-10-01,Canada,All-items,2002=100,2.2,34.5
1977-10-01,Canada,Food,2002=100,2.3,35
1977-10-01,Canada,Mortgage interest cost,2002=100,2.85,43.6
1977-10-01,Canada,Transportation,2002=100,2.176,29.3
1977-10-01,Canada,All-items excluding food,2002=100,2.284,34.7
1977-10-01,Canada,All-items excluding food and energy,2002=100,2.285,36
1977-10-01,Canada,Energy,2002=100,2.288,26.7
1977-10-01,Canada,Goods,2002=100,2.274,35.9
1977-10-01,Canada,Services,2002=100,2.282,33.3
1977-11-01,Canada,All-items,2002=100,2.2,34.7
1977-11-01,Canada,Food,2002=100,2.3,35.2
1977-11-01,Canada,Mortgage interest cost,2002=100,2.85,44
1977-11-01,Canada,Transportation,2002=100,2.176,29.8
1977-11-01,Canada,All-items excluding food,2002=100,2.284,34.9
1977-11-01,Canada,All-items excluding food and energy,2002=100,2.285,36.3
1977-11-01,Canada,Energy,2002=100,2.288,26.8
1977-11-01,Canada,Goods,2002=100,2.274,36.3
1977-11-01,Canada,Services,2002=100,2.282,33.5
1977-12-01,Canada,All-items,2002=100,2.2,34.9
1977-12-01,Canada,Food,2002=100,2.3,35.8
1977-12-01,Canada,Mortgage interest cost,2002=100,2.85,44.3
1977-12-01,Canada,Transportation,2002=100,2.176,29.8
1977-12-01,Canada,All-items excluding food,2002=100,2.284,35
